0.000000000000000000e+00,3.840000000000000000e+02,0.000000000000000000e+00,9.300000000000000000e+02,3.750000000000000000e+02,9.300000000000000000e+02,9.870000000000000000e+02,3.000000000000000000e+02,3.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.360000000000000000e+02,0.000000000000000000e+00,3.600000000000000000e+02,0.000000000000000000e+00,5.400000000000000000e+02,5.250000000000000000e+02,4.290000000000000000e+02,1.680000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02,8.700000000000000000e+02,0.000000000000000000e+00,8.880000000000000000e+02,9.000000000000000000e+02,7.050000000000000000e+02,1.920000000000000000e+02,3.900000000000000000e+02,1.140000000000000000e+02,0.000000000000000000e+00,5.400000000000000000e+02,5.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.150000000000000000e+02,6.480000000000000000e+02,9.840000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.120000000000000000e+02,6.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.280000000000000000e+02,5.760000000000000000e+02,0.000000000000000000e+00,4.560000000000000000e+02,6.240000000000000000e+02,0.000000000000000000e+00,5.600000000000000000e+02,6.000000000000000000e+02,7.280000000000000000e+02,1.760000000000000000e+02,2.800000000000000000e+02,4.400000000000000000e+02,9.120000000000000000e+02,8.400000000000000000e+02,1.840000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.040000000000000000e+02,0.000000000000000000e+00,3.600000000000000000e+02,2.400000000000000000e+02,8.800000000000000000e+02,0.000000000000000000e+00,5.440000000000000000e+02,0.000000000000000000e+00,6.720000000000000000e+02,0.000000000000000000e+00,9.280000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.560000000000000000e+02,7.200000000000000000e+02,0.000000000000000000e+00,8.400000000000000000e+02,6.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02,4.560000000000000000e+02,1.440000000000000000e+02,4.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+02,9.600000000000000000e+01,3.120000000000000000e+02,4.200000000000000000e+02,6.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.480000000000000000e+02,2.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.120000000000000000e+02,7.440000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+02,4.080000000000000000e+02,8.820000000000000000e+02,9.600000000000000000e+02,0.000000000000000000e+00,1.440000000000000000e+02,0.000000000000000000e+00,4.500000000000000000e+02,8.400000000000000000e+02,0.000000000000000000e+00,6.600000000000000000e+02,0.000000000000000000e+00,6.300000000000000000e+02,0.000000000000000000e+00,3.600000000000000000e+02,3.600000000000000000e+02,0.000000000000000000e+00,5.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.120000000000000000e+02,8.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+02,3.480000000000000000e+02,1.500000000000000000e+02,8.880000000000000000e+02,9.120000000000000000e+02,1.380000000000000000e+02,7.140000000000000000e+02,9.360000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.950000000000000000e+02,1.050000000000000000e+02,4.350000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+02,1.200000000000000000e+02,9.600000000000000000e+02,2.800000000000000000e+02,1.700000000000000000e+02,2.400000000000000000e+02,1.750000000000000000e+02,4.950000000000000000e+02,2.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+02,0.000000000000000000e+00,7.400000000000000000e+02,4.200000000000000000e+02,7.800000000000000000e+02,0.000000000000000000e+00,9.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,4.650000000000000000e+02,4.700000000000000000e+02,0.000000000000000000e+00,6.200000000000000000e+02,0.000000000000000000e+00,8.050000000000000000e+02,0.000000000000000000e+00,7.200000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.750000000000000000e+02,9.200000000000000000e+02,8.100000000000000000e+02,5.400000000000000000e+02,2.300000000000000000e+02,4.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+02,9.800000000000000000e+02,0.000000000000000000e+00,6.600000000000000000e+02,2.100000000000000000e+02,6.250000000000000000e+02,3.000000000000000000e+02,7.700000000000000000e+02,1.600000000000000000e+02,0.000000000000000000e+00,9.800000000000000000e+02,9.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.800000000000000000e+02,5.850000000000000000e+02,7.900000000000000000e+02,6.000000000000000000e+02,9.900000000000000000e+02,8.700000000000000000e+02,0.000000000000000000e+00,7.600000000000000000e+02,3.200000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.800000000000000000e+02,4.620000000000000000e+02,6.300000000000000000e+02,3.500000000000000000e+02,0.000000000000000000e+00,2.940000000000000000e+02,1.120000000000000000e+02,8.750000000000000000e+02,7.700000000000000000e+02,2.030000000000000000e+02,6.160000000000000000e+02,0.000000000000000000e+00,4.200000000000000000e+02,3.780000000000000000e+02,0.000000000000000000e+00,4.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+02,7.560000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.680000000000000000e+02,3.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.150000000000000000e+02,2.240000000000000000e+02,4.200000000000000000e+02,0.000000000000000000e+00,3.290000000000000000e+02,7.840000000000000000e+02,6.160000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+02,0.000000000000000000e+00,4.900000000000000000e+02,6.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+02,5.500000000000000000e+02,8.750000000000000000e+02,0.000000000000000000e+00,8.700000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+02,1.100000000000000000e+02,3.950000000000000000e+02,4.200000000000000000e+02,5.400000000000000000e+02,3.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,1.200000000000000000e+02,6.300000000000000000e+02,8.400000000000000000e+02,7.700000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02,8.800000000000000000e+02,7.200000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+02,2.760000000000000000e+02,8.700000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02,3.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.940000000000000000e+02,2.100000000000000000e+02,8.880000000000000000e+02,0.000000000000000000e+00,9.480000000000000000e+02,9.840000000000000000e+02,9.000000000000000000e+02,9.300000000000000000e+02,0.000000000000000000e+00,3.060000000000000000e+02,1.560000000000000000e+02,9.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.920000000000000000e+02,9.000000000000000000e+02,7.680000000000000000e+02,0.000000000000000000e+00,2.160000000000000000e+02,7.560000000000000000e+02,7.440000000000000000e+02,6.480000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.060000000000000000e+02,0.000000000000000000e+00,3.600000000000000000e+02,5.400000000000000000e+02,9.000000000000000000e+02,6.930000000000000000e+02,9.900000000000000000e+01,0.000000000000000000e+00,6.300000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+02,7.200000000000000000e+02,0.000000000000000000e+00,4.500000000000000000e+02,0.000000000000000000e+00,2.700000000000000000e+02,0.000000000000000000e+00,3.420000000000000000e+02,4.680000000000000000e+02,1.800000000000000000e+02,0.000000000000000000e+00,2.160000000000000000e+02,9.450000000000000000e+02,5.760000000000000000e+02,9.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.920000000000000000e+02
